"sample_title"	"Station"	"region"	"lat"	"lon"	"depth"	"layer"	"date"	"PangaeaEvent"	"temp"	"sal"	"O2_conc"	"O2_sat"	"forward_read_file_name"	"reverse_read_file_name"	"seqname"	"miseq_id"	"forward_read_file_checksum"	"reverse_read_file_checksum"
"2019-HG2-20"	"HG2"	"eastern Fram Strait"	79.12617	4.91851	20	"chl-max"	"2019-08-23"	"PS121_16-5"	6.1666	34.9284	7.02186	101.80007	"FRAM-4217-PS121-CTD-DNA-23-bactV4V5_S85_L001_R1_001.fastq.gz"	"FRAM-4217-PS121-CTD-DNA-23-bactV4V5_S85_L001_R2_001.fastq.gz"	"FRAM-4217-PS121-CTD-DNA-23-bactV4V5_S85_L001"	"JBL8W"	"45f2b272097997e1e47ab00b261be06a"	"ddb2029739ff4624af51554125d53fb8"
"2019-HG2-100"	"HG2"	"eastern Fram Strait"	79.12617	4.91851	101	"deep"	"2019-08-23"	"PS121_16-5"	3.2267	34.908	6.73055	90.847444	"FRAM-4223-PS121-CTD-DNA-29-bactV4V5_S2_L001_R1_001.fastq.gz"	"FRAM-4223-PS121-CTD-DNA-29-bactV4V5_S2_L001_R2_001.fastq.gz"	"FRAM-4223-PS121-CTD-DNA-29-bactV4V5_S2_L001"	"JBL8W"	"f2dcc69eb12f1998c3e703b95cc599af"	"91e2884b3557d064cd14331658d0be36"
"2019-HG4-10"	"HG4"	"eastern Fram Strait"	79.06587	4.18712	10	"surface"	"2019-08-18"	"PS121_7-3"	5.2005	34.5458	7.191	101.625529	"FRAM-4235-PS121-CTD-DNA-41-bactV4V5_S14_L001_R1_001.fastq.gz"	"FRAM-4235-PS121-CTD-DNA-41-bactV4V5_S14_L001_R2_001.fastq.gz"	"FRAM-4235-PS121-CTD-DNA-41-bactV4V5_S14_L001"	"JBL8W"	"a814bb9220ae65a70accd5ea5398abd2"	"a59d140734b032107faaa196ffd45b58"
"2019-HG4-14"	"HG4"	"eastern Fram Strait"	79.06587	4.18712	14	"chl-max"	"2019-08-18"	"PS121_7-3"	4.6096	34.5194	7.28852	101.524829	"FRAM-4237-PS121-CTD-DNA-43-bactV4V5_S26_L001_R1_001.fastq.gz"	"FRAM-4237-PS121-CTD-DNA-43-bactV4V5_S26_L001_R2_001.fastq.gz"	"FRAM-4237-PS121-CTD-DNA-43-bactV4V5_S26_L001"	"JBL8W"	"3236c4122332bf7f8461a39fa8be1f69"	"c34e03427081b409d2c8cbe5bb6fcb98"
"2019-HG4-100"	"HG4"	"eastern Fram Strait"	79.06587	4.18712	100	"deep"	"2019-08-18"	"PS121_7-3"	3.6655	34.9762	6.79651	92.785237	"FRAM-4242-PS121-CTD-DNA-48-bactV4V5_S38_L001_R1_001.fastq.gz"	"FRAM-4242-PS121-CTD-DNA-48-bactV4V5_S38_L001_R2_001.fastq.gz"	"FRAM-4242-PS121-CTD-DNA-48-bactV4V5_S38_L001"	"JBL8W"	"38cab872caf953445dbcc3c3d35284f5"	"043d4df720c781a4cd5251142831f56e"
"2019-HG5V-10"	"HG5"	"eastern Fram Strait"	79.05697	3.6857	10	"surface"	"2019-08-23"	"PS121_15-1"	4.799	34.6089	7.35989	103.05217	"FRAM-4251-PS121-CTD-DNA-57-bactV4V5_S50_L001_R1_001.fastq.gz"	"FRAM-4251-PS121-CTD-DNA-57-bactV4V5_S50_L001_R2_001.fastq.gz"	"FRAM-4251-PS121-CTD-DNA-57-bactV4V5_S50_L001"	"JBL8W"	"c8ce66db02b3dac1d488038f5dae441a"	"31826fb89221d10bdd06396fd088347b"
"2019-HG5-20"	"HG5"	"eastern Fram Strait"	79.05697	3.6857	20	"chl-max"	"2019-08-23"	"PS121_15-1"	5.4705	34.7707	7.11331	101.33015	"FRAM-4253-PS121-CTD-DNA-59-bactV4V5_S62_L001_R1_001.fastq.gz"	"FRAM-4253-PS121-CTD-DNA-59-bactV4V5_S62_L001_R2_001.fastq.gz"	"FRAM-4253-PS121-CTD-DNA-59-bactV4V5_S62_L001"	"JBL8W"	"3c549b671b89c9e772b175070bcafb04"	"5747bb2f63e84f0360ced70387ad9bf5"
"2019-HG5-100"	"HG5"	"eastern Fram Strait"	79.05697	3.6857	100	"deep"	"2019-08-23"	"PS121_15-1"	3.7669	34.9916	6.79506	93.007677	"FRAM-4259-PS121-CTD-DNA-65-bactV4V5_S74_L001_R1_001.fastq.gz"	"FRAM-4259-PS121-CTD-DNA-65-bactV4V5_S74_L001_R2_001.fastq.gz"	"FRAM-4259-PS121-CTD-DNA-65-bactV4V5_S74_L001"	"JBL8W"	"fbe2fc91d96b753c53b0a7d80aa9adfa"	"e6a5c272ac25f3396ebfe264c74b6be4"
"2019-HG6-10"	"HG6"	"eastern Fram Strait"	79.06308	3.58625	10	"surface"	"2019-08-25"	"PS121_24-2"	4.8362	34.4904	7.34234	102.818705	"FRAM-4261-PS121-CTD-DNA-67-bactV4V5_S86_L001_R1_001.fastq.gz"	"FRAM-4261-PS121-CTD-DNA-67-bactV4V5_S86_L001_R2_001.fastq.gz"	"FRAM-4261-PS121-CTD-DNA-67-bactV4V5_S86_L001"	"JBL8W"	"07266876206dc8d498751b3bb2c23db5"	"397d2cd7393778636a68d48869f9a116"
"2019-HG6-15"	"HG6"	"eastern Fram Strait"	79.06308	3.58625	15	"chl-max"	"2019-08-25"	"PS121_24-2"	4.8908	34.5457	7.33288	102.859495	"FRAM-4263-PS121-CTD-DNA-69-bactV4V5_S3_L001_R1_001.fastq.gz"	"FRAM-4263-PS121-CTD-DNA-69-bactV4V5_S3_L001_R2_001.fastq.gz"	"FRAM-4263-PS121-CTD-DNA-69-bactV4V5_S3_L001"	"JBL8W"	"5742be29eea5ed4cf26f6b258184ce83"	"24d739c5e0a1a660a4501323ff79bf7b"
"2019-HG6-100"	"HG6"	"eastern Fram Strait"	79.06308	3.58625	100	"deep"	"2019-08-25"	"PS121_24-2"	3.5191	34.9678	6.81938	92.755309	"FRAM-4269-PS121-CTD-DNA-75-bactV4V5_S15_L001_R1_001.fastq.gz"	"FRAM-4269-PS121-CTD-DNA-75-bactV4V5_S15_L001_R2_001.fastq.gz"	"FRAM-4269-PS121-CTD-DNA-75-bactV4V5_S15_L001"	"JBL8W"	"64abe056bbf371d01b97040ea203b845"	"a2de5818f42201785b3f497dfba4ca7c"
"2019-HG7-10"	"HG7"	"eastern Fram Strait"	79.06137	3.4831	10	"surface"	"2019-08-25"	"PS121_25-2"	4.7878	34.4538	7.31909	102.348311	"FRAM-4271-PS121-CTD-DNA-77-bactV4V5_S27_L001_R1_001.fastq.gz"	"FRAM-4271-PS121-CTD-DNA-77-bactV4V5_S27_L001_R2_001.fastq.gz"	"FRAM-4271-PS121-CTD-DNA-77-bactV4V5_S27_L001"	"JBL8W"	"0336d9c2c50042445bcb8c0b3af3f68a"	"f6daf0f1e25b5f86c5e9553f8298ef24"
"2019-HG7-20"	"HG7"	"eastern Fram Strait"	79.06137	3.4831	19	"chl-max"	"2019-08-25"	"PS121_25-2"	4.8189	34.5153	7.32166	102.503	"FRAM-4273-PS121-CTD-DNA-79-bactV4V5_S39_L001_R1_001.fastq.gz"	"FRAM-4273-PS121-CTD-DNA-79-bactV4V5_S39_L001_R2_001.fastq.gz"	"FRAM-4273-PS121-CTD-DNA-79-bactV4V5_S39_L001"	"JBL8W"	"e2705b60b69796754ea45a7ce09644c2"	"dbd8bdb862ca8a7c008f6c8f141dfa37"
"2019-HG7-100"	"HG7"	"eastern Fram Strait"	79.06137	3.4831	100	"deep"	"2019-08-25"	"PS121_25-2"	3.4298	34.9519	6.75989	91.732827	"FRAM-4279-PS121-CTD-DNA-85-bactV4V5_S9_L001_R1_001.fastq.gz"	"FRAM-4279-PS121-CTD-DNA-85-bactV4V5_S9_L001_R2_001.fastq.gz"	"FRAM-4279-PS121-CTD-DNA-85-bactV4V5_S9_L001"	"JBL8W"	"731e0940b62a9330b594b21d60a98011"	"40f0659b25891befd603ae82f53a0daa"
"2019-HG8-10"	"HG8"	"eastern Fram Strait"	79.06578	3.32885	10	"surface"	"2019-08-26"	"PS121_27-2"	5.4766	34.7535	7.162	102.027108	"FRAM-4281-PS121-CTD-DNA-87-bactV4V5_S21_L001_R1_001.fastq.gz"	"FRAM-4281-PS121-CTD-DNA-87-bactV4V5_S21_L001_R2_001.fastq.gz"	"FRAM-4281-PS121-CTD-DNA-87-bactV4V5_S21_L001"	"JBL8W"	"69f061509f43c3e6952e99dd38c9e6be"	"d23c84976d758cea81d948acb6fbb5c5"
"2019-HG8-25"	"HG8"	"eastern Fram Strait"	79.06578	3.32885	25	"chl-max"	"2019-08-26"	"PS121_27-2"	5.5719	34.7817	7.12724	101.782161	"FRAM-4283-PS121-CTD-DNA-89-bactV4V5_S33_L001_R1_001.fastq.gz"	"FRAM-4283-PS121-CTD-DNA-89-bactV4V5_S33_L001_R2_001.fastq.gz"	"FRAM-4283-PS121-CTD-DNA-89-bactV4V5_S33_L001"	"JBL8W"	"2a83cf08983abf96e29688910ec71a9e"	"cc654ed0687a52f6f9812d55cfb3adea"
"2019-HG8-100"	"HG8"	"eastern Fram Strait"	79.06578	3.32885	100	"deep"	"2019-08-26"	"PS121_27-2"	1.6678	34.6818	6.81542	88.297625	"FRAM-4289-PS121-CTD-DNA-95-bactV4V5_S45_L001_R1_001.fastq.gz"	"FRAM-4289-PS121-CTD-DNA-95-bactV4V5_S45_L001_R2_001.fastq.gz"	"FRAM-4289-PS121-CTD-DNA-95-bactV4V5_S45_L001"	"JBL8W"	"f7148c0e61cd5bf9b7dfc08f3316cfb2"	"06349ed6bebd2724a6d6688fe2e69752"
"2019-HG9-10"	"HG9"	"eastern Fram Strait"	79.13773	2.82146	10	"surface"	"2019-08-27"	"PS121_28-4"	5.9552	34.8832	6.94906	100.212791	"FRAM-4291-PS121-CTD-DNA-97-bactV4V5_S57_L001_R1_001.fastq.gz"	"FRAM-4291-PS121-CTD-DNA-97-bactV4V5_S57_L001_R2_001.fastq.gz"	"FRAM-4291-PS121-CTD-DNA-97-bactV4V5_S57_L001"	"JBL8W"	"6feec0bdb73637500945f41d01234bdc"	"537421f7472d9199eca4cb582900ada0"
"2019-HG9-20"	"HG9"	"eastern Fram Strait"	79.13773	2.82146	20	"chl-max"	"2019-08-27"	"PS121_28-4"	5.9936	34.8951	6.94075	100.191809	"FRAM-4293-PS121-CTD-DNA-99-bactV4V5_S69_L001_R1_001.fastq.gz"	"FRAM-4293-PS121-CTD-DNA-99-bactV4V5_S69_L001_R2_001.fastq.gz"	"FRAM-4293-PS121-CTD-DNA-99-bactV4V5_S69_L001"	"JBL8W"	"cda903c015b7ef27c8266a6627655de5"	"152ebbc1b81daff02e9382b3a1fb7c6d"
"2019-HG9-100"	"HG9"	"eastern Fram Strait"	79.13773	2.82146	100	"deep"	"2019-08-27"	"PS121_28-4"	4.0765	35.0234	6.79583	93.749479	"FRAM-4299-PS121-CTD-DNA-105-bactV4V5_S81_L001_R1_001.fastq.gz"	"FRAM-4299-PS121-CTD-DNA-105-bactV4V5_S81_L001_R2_001.fastq.gz"	"FRAM-4299-PS121-CTD-DNA-105-bactV4V5_S81_L001"	"JBL8W"	"bb8c3fd8058a27accc92c06809afe7af"	"7071ed41261f029d06525e535acf3eae"
"2019-N3-10"	"N3"	"eastern Fram Strait"	79.59636	5.20269	10	"surface"	"2019-09-07"	"PS121_45-1"	2.9816	33.8294	7.43616	99.041715	"FRAM-4301-PS121-CTD-DNA-107-bactV4V5_S93_L001_R1_001.fastq.gz"	"FRAM-4301-PS121-CTD-DNA-107-bactV4V5_S93_L001_R2_001.fastq.gz"	"FRAM-4301-PS121-CTD-DNA-107-bactV4V5_S93_L001"	"JBL8W"	"f118eb672ef9561107da577b4f3e1996"	"14886e3b195483d60e8eb7f8cdebaeb2"
"2019-N3-20"	"N3"	"eastern Fram Strait"	79.59636	5.20269	16	"chl-max"	"2019-09-07"	"PS121_45-1"	3.0457	33.8564	7.42934	99.128084	"FRAM-4303-PS121-CTD-DNA-109-bactV4V5_S10_L001_R1_001.fastq.gz"	"FRAM-4303-PS121-CTD-DNA-109-bactV4V5_S10_L001_R2_001.fastq.gz"	"FRAM-4303-PS121-CTD-DNA-109-bactV4V5_S10_L001"	"JBL8W"	"6f31409a760e96a132d855a4ab7c6c18"	"cbf439afebc4b350f431dc3fc535396a"
"2019-N3-35"	"N3"	"eastern Fram Strait"	79.59636	5.20269	35	"bel.chl-max"	"2019-09-07"	"PS121_45-1"	5.3762	34.7269	6.80556	96.699833	"FRAM-4306-PS121-CTD-DNA-112-bactV4V5_S22_L001_R1_001.fastq.gz"	"FRAM-4306-PS121-CTD-DNA-112-bactV4V5_S22_L001_R2_001.fastq.gz"	"FRAM-4306-PS121-CTD-DNA-112-bactV4V5_S22_L001"	"JBL8W"	"14a00477353b8bd0de2a7e8e2a98ab3e"	"0a9f1352cf5a09ac79af2189207b78b0"
"2019-N3-100"	"N3"	"eastern Fram Strait"	79.59636	5.20269	100	"deep"	"2019-09-07"	"PS121_45-1"	3.8979	34.9729	6.71589	92.209946	"FRAM-4309-PS121-CTD-DNA-115-bactV4V5_S34_L001_R1_001.fastq.gz"	"FRAM-4309-PS121-CTD-DNA-115-bactV4V5_S34_L001_R2_001.fastq.gz"	"FRAM-4309-PS121-CTD-DNA-115-bactV4V5_S34_L001"	"JBL8W"	"9600ff4c650cfbf19402d4425e6df898"	"2043fbcf38508643d3aaf45d1f3e1828"
"2019-N4-10"	"N4"	"eastern Fram Strait"	79.73253	4.46824	10	"surface"	"2019-09-06"	"PS121_43-7"	2.9592	33.696	7.44387	99.000298	"FRAM-4311-PS121-CTD-DNA-117-bactV4V5_S46_L001_R1_001.fastq.gz"	"FRAM-4311-PS121-CTD-DNA-117-bactV4V5_S46_L001_R2_001.fastq.gz"	"FRAM-4311-PS121-CTD-DNA-117-bactV4V5_S46_L001"	"JBL8W"	"c92a88f6bf51476f77be1c883a334c1b"	"b3b7d7c475fa4914fd3bb9fd95d03ce7"
"2019-N4-23"	"N4"	"eastern Fram Strait"	79.73253	4.46824	23	"chl-max"	"2019-09-06"	"PS121_43-7"	3.6743	34.3224	7.17082	97.491728	"FRAM-4313-PS121-CTD-DNA-119-bactV4V5_S58_L001_R1_001.fastq.gz"	"FRAM-4313-PS121-CTD-DNA-119-bactV4V5_S58_L001_R2_001.fastq.gz"	"FRAM-4313-PS121-CTD-DNA-119-bactV4V5_S58_L001"	"JBL8W"	"e8075c6c61300135c098ab127eb00623"	"67e651551054de287c30cda8bad772e7"
"2019-N4-100"	"N4"	"eastern Fram Strait"	79.73253	4.46824	100	"deep"	"2019-09-06"	"PS121_43-7"	3.4525	34.9905	6.79069	92.226477	"FRAM-4319-PS121-CTD-DNA-125-bactV4V5_S70_L001_R1_001.fastq.gz"	"FRAM-4319-PS121-CTD-DNA-125-bactV4V5_S70_L001_R2_001.fastq.gz"	"FRAM-4319-PS121-CTD-DNA-125-bactV4V5_S70_L001"	"JBL8W"	"89c413580c952c9853d26bfea490a54f"	"1041c04d260ca07899d4380985fbf4de"
"2019-N5-10"	"N5"	"eastern Fram Strait"	79.95803	3.06658	10	"surface"	"2019-09-06"	"PS121_44-3"	4.6061	34.468	7.04156	98.043177	"FRAM-4329-PS121-CTD-DNA-135-bactV4V5_S82_L001_R1_001.fastq.gz"	"FRAM-4329-PS121-CTD-DNA-135-bactV4V5_S82_L001_R2_001.fastq.gz"	"FRAM-4329-PS121-CTD-DNA-135-bactV4V5_S82_L001"	"JBL8W"	"dbb06c78903f6cf11753ed650f284408"	"9cf5d75a40981e483ea8a15134682173"
"2019-N5-35"	"N5"	"eastern Fram Strait"	79.95803	3.06658	35	"chl-max"	"2019-09-06"	"PS121_44-3"	5.326	34.7149	6.8456	97.144139	"FRAM-4331-PS121-CTD-DNA-137-bactV4V5_S94_L001_R1_001.fastq.gz"	"FRAM-4331-PS121-CTD-DNA-137-bactV4V5_S94_L001_R2_001.fastq.gz"	"FRAM-4331-PS121-CTD-DNA-137-bactV4V5_S94_L001"	"JBL8W"	"c4b3255426a75277968dde73fffb73e6"	"9709a3e5e1688f156bc23c4373c886a0"
"2019-N5-100"	"N5"	"eastern Fram Strait"	79.95803	3.06658	100	"deep"	"2019-09-06"	"PS121_44-3"	2.7259	34.7634	6.80517	90.621079	"FRAM-4337-PS121-CTD-DNA-143-bactV4V5_S11_L001_R1_001.fastq.gz"	"FRAM-4337-PS121-CTD-DNA-143-bactV4V5_S11_L001_R2_001.fastq.gz"	"FRAM-4337-PS121-CTD-DNA-143-bactV4V5_S11_L001"	"JBL8W"	"e7cb80ad1296a91b16b83becda4ebd66"	"01bc2aa00064f64e333877b35cff8911"
"2019-SV1-10"	"SV1"	"eastern Fram Strait"	79.03035	10.77251	10	"surface"	"2019-09-02"	"PS121_38-1"	5.8322	33.6655	7.04266	100.462626	"FRAM-4339-PS121-CTD-DNA-145-bactV4V5_S23_L001_R1_001.fastq.gz"	"FRAM-4339-PS121-CTD-DNA-145-bactV4V5_S23_L001_R2_001.fastq.gz"	"FRAM-4339-PS121-CTD-DNA-145-bactV4V5_S23_L001"	"JBL8W"	"a309eeb659a995736fa7e84ba366b857"	"a14121427a59f8104425f909541e09f7"
"2019-SV1-20"	"SV1"	"eastern Fram Strait"	79.03035	10.77251	20	"chl-max"	"2019-09-02"	"PS121_38-1"	5.7934	33.8106	7.03491	100.354723	"FRAM-4341-PS121-CTD-DNA-147-bactV4V5_S35_L001_R1_001.fastq.gz"	"FRAM-4341-PS121-CTD-DNA-147-bactV4V5_S35_L001_R2_001.fastq.gz"	"FRAM-4341-PS121-CTD-DNA-147-bactV4V5_S35_L001"	"JBL8W"	"3ac0e57f83e52e432a291fd39f5e87a4"	"d7ef445009df002f8b51c0de5d300bac"
"2019-SV1-100"	"SV1"	"eastern Fram Strait"	79.03035	10.77251	100	"deep"	"2019-09-02"	"PS121_38-1"	4.7533	34.7484	7.07284	99.014419	"FRAM-4347-PS121-CTD-DNA-153-bactV4V5_S47_L001_R1_001.fastq.gz"	"FRAM-4347-PS121-CTD-DNA-153-bactV4V5_S47_L001_R2_001.fastq.gz"	"FRAM-4347-PS121-CTD-DNA-153-bactV4V5_S47_L001"	"JBL8W"	"9a2590e01ae372b1cff0502700994211"	"03df174207b21c7fcf2888811a87f57a"
"2019-SV2-10"	"SV2"	"eastern Fram Strait"	78.98484	9.42645	10	"surface"	"2019-09-03"	"PS121_39-1"	6.1742	34.0849	7.0086	101.067757	"FRAM-4349-PS121-CTD-DNA-155-bactV4V5_S59_L001_R1_001.fastq.gz"	"FRAM-4349-PS121-CTD-DNA-155-bactV4V5_S59_L001_R2_001.fastq.gz"	"FRAM-4349-PS121-CTD-DNA-155-bactV4V5_S59_L001"	"JBL8W"	"aa9a71c360d32d037f0f9f2a12f7dc2d"	"ca783ad9132c7313cccd454eb3c121a4"
"2019-SV2-20"	"SV2"	"eastern Fram Strait"	78.98484	9.42645	20	"chl-max"	"2019-09-03"	"PS121_39-1"	6.2093	34.319	6.98171	100.917635	"FRAM-4351-PS121-CTD-DNA-157-bactV4V5_S71_L001_R1_001.fastq.gz"	"FRAM-4351-PS121-CTD-DNA-157-bactV4V5_S71_L001_R2_001.fastq.gz"	"FRAM-4351-PS121-CTD-DNA-157-bactV4V5_S71_L001"	"JBL8W"	"191670d08caa884d8e747060ab347fd3"	"e68c00eb6c1499b2499b696a225ef5fa"
"2019-SV2-100"	"SV2"	"eastern Fram Strait"	78.98484	9.42645	100	"deep"	"2019-09-03"	"PS121_39-1"	4.2501	34.9928	6.84278	94.780257	"FRAM-4357-PS121-CTD-DNA-163-bactV4V5_S83_L001_R1_001.fastq.gz"	"FRAM-4357-PS121-CTD-DNA-163-bactV4V5_S83_L001_R2_001.fastq.gz"	"FRAM-4357-PS121-CTD-DNA-163-bactV4V5_S83_L001"	"JBL8W"	"06b1060597263bb47eefd55d76f6c582"	"c72d6708dae34af58c4dc6ce307d3d58"
"2019-SV3-10"	"SV3"	"eastern Fram Strait"	78.9983	8.24883	10	"surface"	"2019-09-03"	"PS121_40-3"	6.9218	34.8937	6.72575	99.22532	"FRAM-4359-PS121-CTD-DNA-165-bactV4V5_S95_L001_R1_001.fastq.gz"	"FRAM-4359-PS121-CTD-DNA-165-bactV4V5_S95_L001_R2_001.fastq.gz"	"FRAM-4359-PS121-CTD-DNA-165-bactV4V5_S95_L001"	"JBL8W"	"8fbe06d3c0a19405b91272eb6a2ebc17"	"d6bc04e3a44ded23d34f98b762af0df7"
"2019-SV3-16"	"SV3"	"eastern Fram Strait"	78.9983	8.24883	16	"chl-max"	"2019-09-03"	"PS121_40-3"	6.936	34.877	6.71931	99.152305	"FRAM-4361-PS121-CTD-DNA-167-bactV4V5_S12_L001_R1_001.fastq.gz"	"FRAM-4361-PS121-CTD-DNA-167-bactV4V5_S12_L001_R2_001.fastq.gz"	"FRAM-4361-PS121-CTD-DNA-167-bactV4V5_S12_L001"	"JBL8W"	"ee1f582adc4b707ccbb9cebc91d5a50b"	"278f6edc96472f8571a1d099baaa58d4"
"2019-SV3-100"	"SV3"	"eastern Fram Strait"	78.9983	8.24883	100	"deep"	"2019-09-03"	"PS121_40-3"	5.2416	35.0384	6.57632	93.332345	"FRAM-4367-PS121-CTD-DNA-173-bactV4V5_S24_L001_R1_001.fastq.gz"	"FRAM-4367-PS121-CTD-DNA-173-bactV4V5_S24_L001_R2_001.fastq.gz"	"FRAM-4367-PS121-CTD-DNA-173-bactV4V5_S24_L001"	"JBL8W"	"611bfe28d071e9b193db46c859087b67"	"23b4261a2285db5cb792c67d4bd36f7b"
"2019-SV4-10"	"SV4"	"eastern Fram Strait"	79.01861	6.96854	10	"surface"	"2019-09-09"	"PS121_52-2"	6.3776	34.8671	6.7181	97.842268	"FRAM-4369-PS121-CTD-DNA-175-bactV4V5_S36_L001_R1_001.fastq.gz"	"FRAM-4369-PS121-CTD-DNA-175-bactV4V5_S36_L001_R2_001.fastq.gz"	"FRAM-4369-PS121-CTD-DNA-175-bactV4V5_S36_L001"	"JBL8W"	"147e6127cde07c15da20990b0b372c9c"	"baee15473e6d4f49f4d5c54b32e1687a"
"2019-SV4-20"	"SV4"	"eastern Fram Strait"	79.01861	6.96854	20	"chl-max"	"2019-09-09"	"PS121_52-2"	6.3493	34.8671	6.70499	97.586386	"FRAM-4371-PS121-CTD-DNA-177-bactV4V5_S48_L001_R1_001.fastq.gz"	"FRAM-4371-PS121-CTD-DNA-177-bactV4V5_S48_L001_R2_001.fastq.gz"	"FRAM-4371-PS121-CTD-DNA-177-bactV4V5_S48_L001"	"JBL8W"	"8c11c391970550e960ac79b7ebb796b9"	"3f82392e20f31ac4bbef8adf7e9d4407"
"2019-SV4-100"	"SV4"	"eastern Fram Strait"	79.01861	6.96854	100	"deep"	"2019-09-09"	"PS121_52-2"	4.5978	35.0363	6.63986	92.779121	"FRAM-4377-PS121-CTD-DNA-183-bactV4V5_S60_L001_R1_001.fastq.gz"	"FRAM-4377-PS121-CTD-DNA-183-bactV4V5_S60_L001_R2_001.fastq.gz"	"FRAM-4377-PS121-CTD-DNA-183-bactV4V5_S60_L001"	"JBL8W"	"b106e9b84d20a4faa3ae36eda8047bf2"	"e3fcf21c37ea65f01a8034939eb0cf9e"
"2019-0E-10"	"0E"	"western Fram Strait"	78.96199	0.03391	10	"surface"	"2019-08-28"	"PS121_29-1"	-1.5509	31.4676	8.72875	101.548684	"FRAM-4379-PS121-CTD-DNA-185-bactV4V5_S72_L001_R1_001.fastq.gz"	"FRAM-4379-PS121-CTD-DNA-185-bactV4V5_S72_L001_R2_001.fastq.gz"	"FRAM-4379-PS121-CTD-DNA-185-bactV4V5_S72_L001"	"JBL8W"	"b16033a3a03b90aeda215e137af4b43e"	"264391cc336973a0f8164a8fe7035aa8"
"2019-0E-20"	"0E"	"western Fram Strait"	78.96199	0.03391	20	"chl-max"	"2019-08-28"	"PS121_29-1"	-1.4571	33.1778	8.2553	97.432494	"FRAM-4381-PS121-CTD-DNA-187-bactV4V5_S84_L001_R1_001.fastq.gz"	"FRAM-4381-PS121-CTD-DNA-187-bactV4V5_S84_L001_R2_001.fastq.gz"	"FRAM-4381-PS121-CTD-DNA-187-bactV4V5_S84_L001"	"JBL8W"	"4521c097631d225a6025357c8ad19592"	"b5590022e13a75bb4c7a8aefbb023ac3"
"2019-0E-100"	"0E"	"western Fram Strait"	78.96199	0.03391	100	"deep"	"2019-08-28"	"PS121_29-1"	-0.1809	34.4422	6.87387	84.708576	"FRAM-4387-PS121-CTD-DNA-193-bactV4V5_S96_L001_R1_001.fastq.gz"	"FRAM-4387-PS121-CTD-DNA-193-bactV4V5_S96_L001_R2_001.fastq.gz"	"FRAM-4387-PS121-CTD-DNA-193-bactV4V5_S96_L001"	"JBL8W"	"f12bc65b37218714cec56bec5d63ba77"	"bbeacfe24ea4557cdaa656a1eba6dc73"
"2019-F4-10"	"F4"	"eastern Fram Strait"	79.02431	6.99423	10	"surface"	"2019-09-10"	"PS121_52-6"	6.4007	34.7695	6.53414	95.154176	"FRAM-4389-DNA-PS121-CTD-215_S69_L001_R1_001.fastq.gz"	"FRAM-4389-DNA-PS121-CTD-215_S69_L001_R2_001.fastq.gz"	"FRAM-4389-DNA-PS121-CTD-215_S69_L001"	"JBKFT"	"e57b24f0d2574d3a9792bc752368ce6c"	"8e7bc708785cd6bf0b99eb06fbd293e8"
"2019-F4-35"	"F4"	"eastern Fram Strait"	79.02431	6.99423	35	"bel.chl-max"	"2019-09-10"	"PS121_52-6"	6.3866	34.8782	6.67932	97.305097	"FRAM-4393-DNA-PS121-CTD-219_S81_L001_R1_001.fastq.gz"	"FRAM-4393-DNA-PS121-CTD-219_S81_L001_R2_001.fastq.gz"	"FRAM-4393-DNA-PS121-CTD-219_S81_L001"	"JBKFT"	"102306bbefadd797f07dba77fdabcc25"	"1f35b59a96ee47e5b328309eff0951ef"
"2019-F4-100"	"F4"	"eastern Fram Strait"	79.02431	6.99423	100	"deep"	"2019-09-10"	"PS121_52-6"	4.5348	35.0356	6.66483	92.985076	"FRAM-4397-DNA-PS121-CTD-223_S93_L001_R1_001.fastq.gz"	"FRAM-4397-DNA-PS121-CTD-223_S93_L001_R2_001.fastq.gz"	"FRAM-4397-DNA-PS121-CTD-223_S93_L001"	"JBKFT"	"bac3ba55a7dfca81a8472d15aa680a37"	"d511ca31b1c9e1897a387011ffaafe6f"
"2019-EG1-10"	"EG1"	"western Fram Strait"	78.98117	-5.36487	10	"surface"	"2019-09-01"	"PS121_35-3"	-0.844	30.4211	8.49328	100.016022	"FRAM-4399-DNA-PS121-CTD-225_S11_L001_R1_001.fastq.gz"	"FRAM-4399-DNA-PS121-CTD-225_S11_L001_R2_001.fastq.gz"	"FRAM-4399-DNA-PS121-CTD-225_S11_L001"	"JBKFT"	"6f7cb51d9d0d2c16f80bd972e3aed653"	"0fff8c4e6c7a453c89d897dfca7fac60"
"2019-EG1-25"	"EG1"	"western Fram Strait"	78.98117	-5.36487	25	"chl-max"	"2019-09-01"	"PS121_35-3"	-1.1348	31.8322	8.9385	105.446843	"FRAM-4401-DNA-PS121-CTD-227_S22_L001_R1_001.fastq.gz"	"FRAM-4401-DNA-PS121-CTD-227_S22_L001_R2_001.fastq.gz"	"FRAM-4401-DNA-PS121-CTD-227_S22_L001"	"JBKFT"	"9c257c3004b911a21bd3d1e0dadd96bf"	"678082e82852839955bd37f610672f6d"
